ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-25 00:00:00,0.2449087747221357,-0.0035779820290839015,0.49263243987873745,0.2449087747221357,0.2449087747221357,-0.0076151654813935215,-0.0076151654813935215,-0.0076151654813935215,-0.0007993607371807481,-0.0007993607371807481,-0.0007993607371807481,-0.0068158047442127695,-0.0068158047442127695,-0.0068158047442127695,0.0,0.0,0.0,0.2372936092407422
2017-08-25 01:00:00,0.24489066763263112,-0.08469515979131491,0.44946326887190907,0.24489066763263112,0.24489066763263112,-0.06086321635467182,-0.06086321635467182,-0.06086321635467182,-0.05396659424914971,-0.05396659424914971,-0.05396659424914971,-0.006896622105522125,-0.006896622105522125,-0.006896622105522125,0.0,0.0,0.0,0.1840274512779593
2017-08-25 02:00:00,0.24487256054312653,-0.11052441265541513,0.42434471626200343,0.24487256054312653,0.24487256054312653,-0.09306403233010341,-0.09306403233010341,-0.09306403233010341,-0.08604965132119605,-0.08604965132119605,-0.08604965132119605,-0.0070143810089073645,-0.0070143810089073645,-0.0070143810089073645,0.0,0.0,0.0,0.15180852821302313
2017-08-25 03:00:00,0.24485445345362192,-0.13966374513571134,0.40001573551993747,0.24485445345362192,0.24485445345362192,-0.11002458820118788,-0.11002458820118788,-0.11002458820118788,-0.10285559573117464,-0.10285559573117464,-0.10285559573117464,-0.007168992470013255,-0.007168992470013255,-0.007168992470013255,0.0,0.0,0.0,0.13482986525243404
2017-08-25 04:00:00,0.24483634636411733,-0.12161898689756409,0.39056214409510215,0.24483634636411733,0.24483634636411733,-0.11814075647190694,-0.11814075647190694,-0.11814075647190694,-0.11078128392815287,-0.11078128392815287,-0.11078128392815287,-0.007359472543754068,-0.007359472543754068,-0.007359472543754068,0.0,0.0,0.0,0.1266955898922104
2017-08-25 05:00:00,0.24481823927461274,-0.11582689369325423,0.39325884957504215,0.24481823927461274,0.24481823927461274,-0.11547478448062247,-0.11547478448062247,-0.11547478448062247,-0.10789086761945013,-0.10789086761945013,-0.10789086761945013,-0.007583916861172321,-0.007583916861172321,-0.007583916861172321,0.0,0.0,0.0,0.1293434547939903
2017-08-25 06:00:00,0.24480013218510815,-0.10514368846130875,0.41261993850899076,0.24480013218510815,0.24480013218510815,-0.09498246443565608,-0.09498246443565608,-0.09498246443565608,-0.08714297539891465,-0.08714297539891465,-0.08714297539891465,-0.00783948903674144,-0.00783948903674144,-0.00783948903674144,0.0,0.0,0.0,0.14981766774945207
2017-08-25 07:00:00,0.24478202509560357,-0.06196465655173333,0.46048778378796973,0.24478202509560357,0.24478202509560357,-0.05599490229622025,-0.05599490229622025,-0.05599490229622025,-0.04787247895995387,-0.04787247895995387,-0.04787247895995387,-0.008122423336266386,-0.008122423336266386,-0.008122423336266386,0.0,0.0,0.0,0.1887871227993833
2017-08-25 08:00:00,0.24476391800609895,-0.004431758802648121,0.4925230965734624,0.24476391800609895,0.24476391800609895,-0.011258252123939282,-0.011258252123939282,-0.011258252123939282,-0.002830210320798714,-0.002830210320798714,-0.002830210320798714,-0.008428041803140572,-0.008428041803140572,-0.008428041803140572,0.0,0.0,0.0,0.23350566588215968
2017-08-25 09:00:00,0.24474581091659436,0.014339436512885047,0.5142285839241715,0.24474581091659436,0.24474581091659436,0.018999233744692718,0.018999233744692718,0.018999233744692718,0.027750019587782497,0.027750019587782497,0.027750019587782497,-0.008750785843089786,-0.008750785843089786,-0.008750785843089786,0.0,0.0,0.0,0.26374504466128706
2017-08-25 10:00:00,0.24472770382708978,0.0024640246368586006,0.5209397465066984,0.24472770382708978,0.24472770382708978,0.021574780696833214,0.021574780696833214,0.021574780696833214,0.03065904276577587,0.03065904276577587,0.03065904276577587,-0.00908426206894266,-0.00908426206894266,-0.00908426206894266,0.0,0.0,0.0,0.26630248452392297
2017-08-25 11:00:00,0.24470959673758522,-0.007966772864323091,0.49566108490039257,0.24470959673758522,0.24470959673758522,0.0002126983006395646,0.0002126983006395646,0.0002126983006395646,0.0096340003119335,0.0096340003119335,0.0096340003119335,-0.00942130201129394,-0.00942130201129394,-0.00942130201129394,0.0,0.0,0.0,0.24492229503822477
2017-08-25 12:00:00,0.24469148964808063,-0.027973273928766657,0.47640352157819094,0.24469148964808063,0.24469148964808063,-0.02809774681625447,-0.02809774681625447,-0.02809774681625447,-0.018343711709702296,-0.018343711709702296,-0.018343711709702296,-0.009754035106552173,-0.009754035106552173,-0.009754035106552173,0.0,0.0,0.0,0.21659374283182617
2017-08-25 13:00:00,0.24467338255857604,-0.0730444669068299,0.45395790803171143,0.24467338255857604,0.24467338255857604,-0.04661874707369241,-0.04661874707369241,-0.04661874707369241,-0.036544772885937334,-0.036544772885937334,-0.036544772885937334,-0.010073974187755077,-0.010073974187755077,-0.010073974187755077,0.0,0.0,0.0,0.19805463548488364
2017-08-25 14:00:00,0.24465527546907143,-0.054319544109398925,0.4766242155003636,0.24465527546907143,0.24465527546907143,-0.04948352858581931,-0.04948352858581931,-0.04948352858581931,-0.03911141605988367,-0.03911141605988367,-0.03911141605988367,-0.010372112525935624,-0.010372112525935624,-0.010372112525935624,0.0,0.0,0.0,0.19517174688325212
2017-08-25 15:00:00,0.24463716837956684,-0.0457107537999884,0.44683479380539265,0.24463716837956684,0.24463716837956684,-0.04054318713712581,-0.04054318713712581,-0.04054318713712581,-0.02990415583383257,-0.02990415583383257,-0.02990415583383257,-0.010639031303293226,-0.010639031303293226,-0.010639031303293226,0.0,0.0,0.0,0.20409398124244102
2017-08-25 16:00:00,0.24461906129006225,-0.03385154084766714,0.4884247614541758,0.24461906129006225,0.24461906129006225,-0.023821237414834398,-0.023821237414834398,-0.023821237414834398,-0.012956221169835995,-0.012956221169835995,-0.012956221169835995,-0.010865016244998388,-0.010865016244998388,-0.010865016244998388,0.0,0.0,0.0,0.22079782387522784
2017-08-25 17:00:00,0.24460095420055766,-0.009517035502331309,0.494450738048698,0.24460095420055766,0.24460095420055766,0.0028246448422160056,0.0028246448422160056,0.0028246448422160056,0.013864826843882305,0.013864826843882305,0.013864826843882305,-0.0110401820016663,-0.0110401820016663,-0.0110401820016663,0.0,0.0,0.0,0.24742559904277367
2017-08-25 18:00:00,0.24458284711105305,0.016774957311894007,0.5177632481554287,0.24458284711105305,0.24458284711105305,0.043353788752763814,0.043353788752763814,0.043353788752763814,0.05450839150392111,0.05450839150392111,0.05450839150392111,-0.011154602751157304,-0.011154602751157304,-0.011154602751157304,0.0,0.0,0.0,0.28793663586381685
2017-08-25 19:00:00,0.24456474002154846,0.09257954513546042,0.5676205602214477,0.24456474002154846,0.24456474002154846,0.09312725252591483,0.09312725252591483,0.09312725252591483,0.10432569991481745,0.10432569991481745,0.10432569991481745,-0.011198447388902624,-0.011198447388902624,-0.011198447388902624,0.0,0.0,0.0,0.3376919925474633
2017-08-25 20:00:00,0.24454663293204387,0.10656396989607324,0.6312789669107408,0.24454663293204387,0.24454663293204387,0.13454867026927103,0.13454867026927103,0.13454867026927103,0.14571078786383035,0.14571078786383035,0.14571078786383035,-0.011162117594559295,-0.011162117594559295,-0.011162117594559295,0.0,0.0,0.0,0.3790953032013149
2017-08-25 21:00:00,0.24452852584253928,0.13994372687274828,0.6546908375273648,0.24452852584253928,0.24452852584253928,0.14575100131594496,0.14575100131594496,0.14575100131594496,0.15678738831974146,0.15678738831974146,0.15678738831974146,-0.011036387003796467,-0.011036387003796467,-0.011036387003796467,0.0,0.0,0.0,0.39027952715848424
2017-08-25 22:00:00,0.24451041875303467,0.09952614378111382,0.6117940803070598,0.24451041875303467,0.24451041875303467,0.11632406883557302,0.11632406883557302,0.11632406883557302,0.12713660851185063,0.12713660851185063,0.12713660851185063,-0.010812539676277598,-0.010812539676277598,-0.010812539676277598,0.0,0.0,0.0,0.3608344875886077
2017-08-25 23:00:00,0.24449231166353008,0.04817013557251396,0.5552795944421429,0.24449231166353008,0.24449231166353008,0.05619002426582746,0.05619002426582746,0.05619002426582746,0.06667253030241158,0.06667253030241158,0.06667253030241158,-0.010482506036584117,-0.010482506036584117,-0.010482506036584117,0.0,0.0,0.0,0.30068233592935756
2017-08-26 00:00:00,0.2444742045740255,-0.03002441171458471,0.4823396157933346,0.2444742045740255,0.2444742045740255,-0.010838355216021263,-0.010838355216021263,-0.010838355216021263,-0.0007993607382170397,-0.0007993607382170397,-0.0007993607382170397,-0.010038994477804222,-0.010038994477804222,-0.010038994477804222,0.0,0.0,0.0,0.23363584935800424
2017-08-26 01:00:00,0.2444560974845209,-0.08098916613367603,0.44265426189066037,0.2444560974845209,0.2444560974845209,-0.06344221109321933,-0.06344221109321933,-0.06344221109321933,-0.05396659424979192,-0.05396659424979192,-0.05396659424979192,-0.009475616843427426,-0.009475616843427426,-0.009475616843427426,0.0,0.0,0.0,0.18101388639130156
2017-08-26 02:00:00,0.24443799039501632,-0.09301287271671503,0.4153553614116961,0.24443799039501632,0.24443799039501632,-0.09483665738762026,-0.09483665738762026,-0.09483665738762026,-0.08604965132149284,-0.08604965132149284,-0.08604965132149284,-0.008787006066127409,-0.008787006066127409,-0.008787006066127409,0.0,0.0,0.0,0.14960133300739606
2017-08-26 03:00:00,0.2444198833055117,-0.11174581830050813,0.3954398092451255,0.2444198833055117,0.2444198833055117,-0.11082452004596843,-0.11082452004596843,-0.11082452004596843,-0.10285559573130972,-0.10285559573130972,-0.10285559573130972,-0.007968924314658715,-0.007968924314658715,-0.007968924314658715,0.0,0.0,0.0,0.13359536325954327
2017-08-26 04:00:00,0.24440177621600712,-0.13279775407042652,0.3910758902074331,0.24440177621600712,0.24440177621600712,-0.1177996440321148,-0.1177996440321148,-0.1177996440321148,-0.11078128392822463,-0.11078128392822463,-0.11078128392822463,-0.007018360103890192,-0.007018360103890192,-0.007018360103890192,0.0,0.0,0.0,0.12660213218389232
2017-08-26 05:00:00,0.24438366912650253,-0.1204637259213939,0.39253414554659827,0.24438366912650253,0.24438366912650253,-0.1138244805588958,-0.1138244805588958,-0.1138244805588958,-0.10789086761911174,-0.10789086761911174,-0.10789086761911174,-0.0059336129397840566,-0.0059336129397840566,-0.0059336129397840566,0.0,0.0,0.0,0.13055918856760673
2017-08-26 06:00:00,0.24436556203699794,-0.08360089961194188,0.41521006775412655,0.24436556203699794,0.24436556203699794,-0.09185733961001569,-0.09185733961001569,-0.09185733961001569,-0.08714297539816465,-0.08714297539816465,-0.08714297539816465,-0.004714364211851031,-0.004714364211851031,-0.004714364211851031,0.0,0.0,0.0,0.15250822242698225
2017-08-26 07:00:00,0.24434745494749333,-0.06458331780407935,0.479782013495962,0.24434745494749333,0.24434745494749333,-0.051234212163488904,-0.051234212163488904,-0.051234212163488904,-0.04787247895902992,-0.04787247895902992,-0.04787247895902992,-0.0033617332044589983,-0.0033617332044589983,-0.0033617332044589983,0.0,0.0,0.0,0.19311324278400444
2017-08-26 08:00:00,0.2443293478579888,-0.020408705865825466,0.507877523251127,0.2443293478579888,0.2443293478579888,-0.004708527585579382,-0.004708527585579382,-0.004708527585579382,-0.0028302103201280505,-0.0028302103201280505,-0.0028302103201280505,-0.0018783172654513397,-0.0018783172654513397,-0.0018783172654513397,0.0,0.0,0.0,0.2396208202724094
2017-08-26 09:00:00,0.24431124076848418,0.013575340887732278,0.5251539853919736,0.24431124076848418,0.24431124076848418,0.027481804228611222,0.027481804228611222,0.027481804228611222,0.02775001958812634,0.02775001958812634,0.02775001958812634,-0.0002682153595151161,-0.0002682153595151161,-0.0002682153595151161,0.0,0.0,0.0,0.2717930449970954
2017-08-26 10:00:00,0.2442931336789796,0.0009193402628096763,0.5182770557392686,0.2442931336789796,0.2442931336789796,0.03212200833299824,0.03212200833299824,0.03212200833299824,0.030659042765673283,0.030659042765673283,0.030659042765673283,0.0014629655673249551,0.0014629655673249551,0.0014629655673249551,0.0,0.0,0.0,0.2764151420119778
2017-08-26 11:00:00,0.244275026589475,-0.015693827688547664,0.5050914933491392,0.244275026589475,0.244275026589475,0.012942122098915718,0.012942122098915718,0.012942122098915718,0.009634000311297122,0.009634000311297122,0.009634000311297122,0.003308121787618596,0.003308121787618596,0.003308121787618596,0.0,0.0,0.0,0.25721714868839074
2017-08-26 12:00:00,0.24425691949997042,-0.006318959866231025,0.4967661681610468,0.24425691949997042,0.24425691949997042,-0.013085029996503067,-0.013085029996503067,-0.013085029996503067,-0.018343711710128136,-0.018343711710128136,-0.018343711710128136,0.005258681713625071,0.005258681713625071,0.005258681713625071,0.0,0.0,0.0,0.23117188950346734
