ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-30 11:00:00,0.27485192211398035,0.06454091388762304,0.41059943511242925,0.27485192211398035,0.27485192211398035,-0.03382434456345063,-0.03382434456345063,-0.03382434456345063,-0.0381006566912136,-0.0381006566912136,-0.0381006566912136,0.004276312127762948,0.004276312127762948,0.004276312127762948,0.0,0.0,0.0,0.24102757755052973
2017-08-30 12:00:00,0.27486914393707157,0.04455489313433695,0.40743758407525477,0.27486914393707157,0.27486914393707157,-0.03970192509537699,-0.03970192509537699,-0.03970192509537699,-0.04409619523454027,-0.04409619523454027,-0.04409619523454027,0.004394270139163274,0.004394270139163274,0.004394270139163274,0.0,0.0,0.0,0.2351672188416946
2017-08-30 13:00:00,0.2748863657601628,0.07054940030943792,0.39633109783852855,0.2748863657601628,0.2748863657601628,-0.04478702473164455,-0.04478702473164455,-0.04478702473164455,-0.04921190434961694,-0.04921190434961694,-0.04921190434961694,0.0044248796179723856,0.0044248796179723856,0.0044248796179723856,0.0,0.0,0.0,0.23009934102851823
2017-08-30 14:00:00,0.274903587583254,0.055376460517298706,0.3936187239902652,0.274903587583254,0.274903587583254,-0.05248916939570116,-0.05248916939570116,-0.05248916939570116,-0.05686068976847698,-0.05686068976847698,-0.05686068976847698,0.00437152037277583,0.00437152037277583,0.00437152037277583,0.0,0.0,0.0,0.22241441818755284
2017-08-30 15:00:00,0.2749208094063452,0.04673688939275213,0.38901903008122657,0.2749208094063452,0.2749208094063452,-0.05501416333078693,-0.05501416333078693,-0.05501416333078693,-0.05925226969748693,-0.05925226969748693,-0.05925226969748693,0.004238106366700011,0.004238106366700011,0.004238106366700011,0.0,0.0,0.0,0.2199066460755583
2017-08-30 16:00:00,0.27493803122943644,0.0620599126264883,0.4059303576718031,0.27493803122943644,0.27493803122943644,-0.041209706899866125,-0.041209706899866125,-0.041209706899866125,-0.04523873330006219,-0.04523873330006219,-0.04523873330006219,0.004029026400196057,0.004029026400196057,0.004029026400196057,0.0,0.0,0.0,0.2337283243295703
2017-08-30 17:00:00,0.27495525305252766,0.09188620069450426,0.4411584049221846,0.27495525305252766,0.27495525305252766,-0.007781830737484328,-0.007781830737484328,-0.007781830737484328,-0.011530913474722262,-0.011530913474722262,-0.011530913474722262,0.003749082737237933,0.003749082737237933,0.003749082737237933,0.0,0.0,0.0,0.2671734223150433
2017-08-30 18:00:00,0.2749724748756189,0.14258446557825583,0.47903110360397094,0.2749724748756189,0.2749724748756189,0.03617557030557986,0.03617557030557986,0.03617557030557986,0.032772141837067184,0.032772141837067184,0.032772141837067184,0.0034034284685126714,0.0034034284685126714,0.0034034284685126714,0.0,0.0,0.0,0.31114804518119876
2017-08-30 19:00:00,0.2749896966987101,0.16631452232556027,0.5237214290808279,0.2749896966987101,0.2749896966987101,0.0744088603929867,0.0744088603929867,0.0744088603929867,0.07141135599465714,0.07141135599465714,0.07141135599465714,0.0029975043983295696,0.0029975043983295696,0.0029975043983295696,0.0,0.0,0.0,0.3493985570916968
2017-08-30 20:00:00,0.2750069185218013,0.18933492325248336,0.5504297104401015,0.2750069185218013,0.2750069185218013,0.09293001103606846,0.09293001103606846,0.09293001103606846,0.09039303481210056,0.09039303481210056,0.09039303481210056,0.0025369762239679035,0.0025369762239679035,0.0025369762239679035,0.0,0.0,0.0,0.3679369295578698
2017-08-30 21:00:00,0.27502414034489253,0.18205957665670236,0.5368812738548279,0.27502414034489253,0.27502414034489253,0.0858838314105372,0.0858838314105372,0.0858838314105372,0.08385615866059351,0.08385615866059351,0.08385615866059351,0.002027672749943691,0.002027672749943691,0.002027672749943691,0.0,0.0,0.0,0.3609079717554297
2017-08-30 22:00:00,0.27504136216798375,0.1700393173187384,0.5023462119575542,0.27504136216798375,0.27504136216798375,0.05529279233468944,0.05529279233468944,0.05529279233468944,0.05381726649072443,0.05381726649072443,0.05381726649072443,0.001475525843965015,0.001475525843965015,0.001475525843965015,0.0,0.0,0.0,0.33033415450267317
2017-08-30 23:00:00,0.27505858399107497,0.10637343058337599,0.452939276700814,0.27505858399107497,0.27505858399107497,0.008310217381234573,0.008310217381234573,0.008310217381234573,0.007423704585214888,0.007423704585214888,0.007423704585214888,0.0008865127960196886,0.0008865127960196886,0.0008865127960196886,0.0,0.0,0.0,0.2833688013723095
2017-08-31 00:00:00,0.2750758058141662,0.06242273881034606,0.41827185958218616,0.2750758058141662,0.2750758058141662,-0.04375957160972723,-0.04375957160972723,-0.04375957160972723,-0.04402617330057971,-0.04402617330057971,-0.04402617330057971,0.0002666016908524707,0.0002666016908524707,0.0002666016908524707,0.0,0.0,0.0,0.23131623420443895
2017-08-31 01:00:00,0.2750930276372574,0.014165339231897667,0.36988226548490005,0.2750930276372574,0.2750930276372574,-0.0852346254586607,-0.0852346254586607,-0.0852346254586607,-0.08485632580421923,-0.08485632580421923,-0.08485632580421923,-0.00037829965444147477,-0.00037829965444147477,-0.00037829965444147477,0.0,0.0,0.0,0.1898584021785967
2017-08-31 02:00:00,0.2751102494603486,-0.002562441735305735,0.3501700113713451,0.2751102494603486,0.2751102494603486,-0.09910339518070345,-0.09910339518070345,-0.09910339518070345,-0.0980610044773743,-0.0980610044773743,-0.0980610044773743,-0.0010423907033291497,-0.0010423907033291497,-0.0010423907033291497,0.0,0.0,0.0,0.1760068542796452
2017-08-31 03:00:00,0.27512747128343984,0.03692071848401666,0.3731548465725434,0.27512747128343984,0.27512747128343984,-0.07545008032756234,-0.07545008032756234,-0.07545008032756234,-0.07373005958021354,-0.07373005958021354,-0.07373005958021354,-0.0017200207473487938,-0.0017200207473487938,-0.0017200207473487938,0.0,0.0,0.0,0.1996773909558775
2017-08-31 04:00:00,0.27514469310653106,0.08301064915805391,0.4239514162703705,0.27514469310653106,0.27514469310653106,-0.02046468724064676,-0.02046468724064676,-0.02046468724064676,-0.01805896059362079,-0.01805896059362079,-0.01805896059362079,-0.0024057266470259705,-0.0024057266470259705,-0.0024057266470259705,0.0,0.0,0.0,0.2546800058658843
2017-08-31 05:00:00,0.2751619149296223,0.1427332930038563,0.48679367734105766,0.2751619149296223,0.2751619149296223,0.04261523188841725,0.04261523188841725,0.04261523188841725,0.04570949739299442,0.04570949739299442,0.04570949739299442,-0.003094265504577167,-0.003094265504577167,-0.003094265504577167,0.0,0.0,0.0,0.31777714681803954
2017-08-31 06:00:00,0.2751791367527135,0.1790717581425181,0.5264844537641954,0.2751791367527135,0.2751791367527135,0.0846622676594643,0.0846622676594643,0.0846622676594643,0.08844290974438287,0.08844290974438287,0.08844290974438287,-0.0037806420849185733,-0.0037806420849185733,-0.0037806420849185733,0.0,0.0,0.0,0.3598414044121778
2017-08-31 07:00:00,0.2751963585758047,0.18361844755815368,0.5277968650706527,0.2751963585758047,0.2751963585758047,0.08778779450643238,0.08778779450643238,0.08778779450643238,0.09224792538871643,0.09224792538871643,0.09224792538871643,-0.004460130882284032,-0.004460130882284032,-0.004460130882284032,0.0,0.0,0.0,0.3629841530822371
2017-08-31 08:00:00,0.27521358039889593,0.1490852849794655,0.4960376281603631,0.27521358039889593,0.27521358039889593,0.0558987348064678,0.0558987348064678,0.0558987348064678,0.061027027618975035,0.061027027618975035,0.061027027618975035,-0.00512829281250723,-0.00512829281250723,-0.00512829281250723,0.0,0.0,0.0,0.3311123152053637
2017-08-31 09:00:00,0.27523080222198715,0.1178263662765887,0.46030302134333184,0.27523080222198715,0.27523080222198715,0.010252500981437663,0.010252500981437663,0.010252500981437663,0.016033487569634866,0.016033487569634866,0.016033487569634866,-0.005780986588197195,-0.005780986588197195,-0.005780986588197195,0.0,0.0,0.0,0.2854833032034248
2017-08-31 10:00:00,0.27524802404507837,0.08411149197653497,0.4184164453107914,0.27524802404507837,0.27524802404507837,-0.026524998741487674,-0.026524998741487674,-0.026524998741487674,-0.02011062382835277,-0.02011062382835277,-0.02011062382835277,-0.006414374913134897,-0.006414374913134897,-0.006414374913134897,0.0,0.0,0.0,0.2487230253035907
2017-08-31 11:00:00,0.27526524586816964,0.045216966766943416,0.399774032104816,0.27526524586816964,0.27526524586816964,-0.045125582395310775,-0.045125582395310775,-0.045125582395310775,-0.038100656690989144,-0.038100656690989144,-0.038100656690989144,-0.007024925704321632,-0.007024925704321632,-0.007024925704321632,0.0,0.0,0.0,0.23013966347285886
2017-08-31 12:00:00,0.2752824676912608,0.052607935769154845,0.3911399301210676,0.2752824676912608,0.2752824676912608,-0.051705603856695315,-0.051705603856695315,-0.051705603856695315,-0.044096195234191976,-0.044096195234191976,-0.044096195234191976,-0.007609408622503337,-0.007609408622503337,-0.007609408622503337,0.0,0.0,0.0,0.2235768638345655
2017-08-31 13:00:00,0.2752996895143521,0.036350168682025535,0.38393652175259796,0.2752996895143521,0.2752996895143521,-0.057376791602158944,-0.057376791602158944,-0.057376791602158944,-0.049211904348564525,-0.049211904348564525,-0.049211904348564525,-0.008164887253594426,-0.008164887253594426,-0.008164887253594426,0.0,0.0,0.0,0.21792289791219313
2017-08-31 14:00:00,0.27531691133744324,0.03814881392177678,0.3925947934106623,0.27531691133744324,0.27531691133744324,-0.06554939711274886,-0.06554939711274886,-0.06554939711274886,-0.05686068976872887,-0.05686068976872887,-0.05686068976872887,-0.008688707344020004,-0.008688707344020004,-0.008688707344020004,0.0,0.0,0.0,0.20976751422469436
2017-08-31 15:00:00,0.2753341331605345,0.050249633996858785,0.40279185241336646,0.2753341331605345,0.2753341331605345,-0.06843075123937069,-0.06843075123937069,-0.06843075123937069,-0.05925226969624725,-0.05925226969624725,-0.05925226969624725,-0.009178481543123436,-0.009178481543123436,-0.009178481543123436,0.0,0.0,0.0,0.2069033819211638
2017-08-31 16:00:00,0.2753513549836257,0.048228670621796255,0.4075097289241324,0.2753513549836257,0.2753513549836257,-0.05487080444956118,-0.05487080444956118,-0.05487080444956118,-0.045238733298419306,-0.045238733298419306,-0.045238733298419306,-0.009632071151141881,-0.009632071151141881,-0.009632071151141881,0.0,0.0,0.0,0.22048055053406448
2017-08-31 17:00:00,0.27536857680671695,0.08603510440996977,0.41832900188932426,0.27536857680671695,0.27536857680671695,-0.021578478880409424,-0.021578478880409424,-0.021578478880409424,-0.01153091347345392,-0.01153091347345392,-0.01153091347345392,-0.010047565406955498,-0.010047565406955498,-0.010047565406955498,0.0,0.0,0.0,0.2537900979263075
